workerId	tasktype	q_num	q_ans	guess	correct	err	age	gender	educ	chartuse	stats	resource	race	enjoyment	prescore	totaltime
o4w21nx7l0rbqa7ii074aemi3f4fgc4ama3nh8gvdiin5ng66r	rd_np	5	5	30	0	25	25	male	bach	often	sometimes	no	other	somewhatEnjoyable	4	971
o4w21nx7l0rbqa7ii074aemi3f4fgc4ama3nh8gvdiin5ng66r	rd_np	6	0	1	0	1	25	male	bach	often	sometimes	no	other	somewhatEnjoyable	4	971
o4w21nx7l0rbqa7ii074aemi3f4fgc4ama3nh8gvdiin5ng66r	rd_np	7	5	70	0	65	25	male	bach	often	sometimes	no	other	somewhatEnjoyable	4	971
o4w21nx7l0rbqa7ii074aemi3f4fgc4ama3nh8gvdiin5ng66r	rd_np	8	45	50	0	1	25	male	bach	often	sometimes	no	other	somewhatEnjoyable	4	971
6lg06wf4fuez4xtpkymzvkj4i9ypaehc174kv6r0fair418aor	rd_np	1	90	50	0	-40	25	male	high	never	veryoften	no	white	moderatelyEnjoyable	1	1312
6lg06wf4fuez4xtpkymzvkj4i9ypaehc174kv6r0fair418aor	rd_np	2	0	0	1	0	25	male	high	never	veryoften	no	white	moderatelyEnjoyable	1	1312
6lg06wf4fuez4xtpkymzvkj4i9ypaehc174kv6r0fair418aor	rd_np	3	100	100	1	0	25	male	high	never	veryoften	no	white	moderatelyEnjoyable	1	1312
6lg06wf4fuez4xtpkymzvkj4i9ypaehc174kv6r0fair418aor	rd_np	4	100	100	1	0	25	male	high	never	veryoften	no	white	moderatelyEnjoyable	1	1312
6lg06wf4fuez4xtpkymzvkj4i9ypaehc174kv6r0fair418aor	rd_np	5	5	0	0	-5	25	male	high	never	veryoften	no	white	moderatelyEnjoyable	1	1312
6lg06wf4fuez4xtpkymzvkj4i9ypaehc174kv6r0fair418aor	rd_np	6	0	0	1	0	25	male	high	never	veryoften	no	white	moderatelyEnjoyable	1	1312
6lg06wf4fuez4xtpkymzvkj4i9ypaehc174kv6r0fair418aor	rd_np	7	5	45	0	40	25	male	high	never	veryoften	no	white	moderatelyEnjoyable	1	1312
6lg06wf4fuez4xtpkymzvkj4i9ypaehc174kv6r0fair418aor	rd_np	8	45	5	0	0	25	male	high	never	veryoften	no	white	moderatelyEnjoyable	1	1312
wsspesqtskw48k8j241b57b9hn6lkodveqv03bfazpstw3ik9	rc_np	1	90	75	0	-15	25	female	bach	rarely	veryoften	no	white		2	1096
wsspesqtskw48k8j241b57b9hn6lkodveqv03bfazpstw3ik9	rc_np	2	0	10	0	10	25	female	bach	rarely	veryoften	no	white		2	1096
wsspesqtskw48k8j241b57b9hn6lkodveqv03bfazpstw3ik9	rc_np	3	100	100	1	0	25	female	bach	rarely	veryoften	no	white		2	1096
wsspesqtskw48k8j241b57b9hn6lkodveqv03bfazpstw3ik9	rc_np	4	100	100	1	0	25	female	bach	rarely	veryoften	no	white		2	1096
wsspesqtskw48k8j241b57b9hn6lkodveqv03bfazpstw3ik9	rc_np	5	5	10	0	5	25	female	bach	rarely	veryoften	no	white		2	1096
wsspesqtskw48k8j241b57b9hn6lkodveqv03bfazpstw3ik9	rc_np	6	0	0	1	0	25	female	bach	rarely	veryoften	no	white		2	1096
wsspesqtskw48k8j241b57b9hn6lkodveqv03bfazpstw3ik9	rc_np	7	5	25	0	20	25	female	bach	rarely	veryoften	no	white		2	1096
wsspesqtskw48k8j241b57b9hn6lkodveqv03bfazpstw3ik9	rc_np	8	45	95	0	0	25	female	bach	rarely	veryoften	no	white		2	1096
z78ssrlk3077y72ej9ovl5wmi5ufcf66abgpa6ediu10oyfogvi	rc_np	1	90	50	0	-40	45	female	high	rarely	veryoften	no	white	slightlyEnjoyable	0	1051
z78ssrlk3077y72ej9ovl5wmi5ufcf66abgpa6ediu10oyfogvi	rc_np	2	0	10	0	10	45	female	high	rarely	veryoften	no	white	slightlyEnjoyable	0	1051
z78ssrlk3077y72ej9ovl5wmi5ufcf66abgpa6ediu10oyfogvi	rc_np	3	100	100	1	0	45	female	high	rarely	veryoften	no	white	slightlyEnjoyable	0	1051
z78ssrlk3077y72ej9ovl5wmi5ufcf66abgpa6ediu10oyfogvi	rc_np	4	100	95	0	-5	45	female	high	rarely	veryoften	no	white	slightlyEnjoyable	0	1051
z78ssrlk3077y72ej9ovl5wmi5ufcf66abgpa6ediu10oyfogvi	rc_np	5	5	5	1	0	45	female	high	rarely	veryoften	no	white	slightlyEnjoyable	0	1051
z78ssrlk3077y72ej9ovl5wmi5ufcf66abgpa6ediu10oyfogvi	rc_np	6	0	5	0	5	45	female	high	rarely	veryoften	no	white	slightlyEnjoyable	0	1051
z78ssrlk3077y72ej9ovl5wmi5ufcf66abgpa6ediu10oyfogvi	rc_np	7	5	10	0	5	45	female	high	rarely	veryoften	no	white	slightlyEnjoyable	0	1051
z78ssrlk3077y72ej9ovl5wmi5ufcf66abgpa6ediu10oyfogvi	rc_np	8	45	60	0	5	45	female	high	rarely	veryoften	no	white	slightlyEnjoyable	0	1051
3k41j34rclflxcdgd3wpsw0zfrlo5qsvdjgi2relge3iynzh0k9	rd_np	1	90	62	0	-28	25	female	bach	sometimes	veryoften	no	white	slightlyEnjoyable	0	492
3k41j34rclflxcdgd3wpsw0zfrlo5qsvdjgi2relge3iynzh0k9	rd_np	2	0	10	0	10	25	female	bach	sometimes	veryoften	no	white	slightlyEnjoyable	0	492
3k41j34rclflxcdgd3wpsw0zfrlo5qsvdjgi2relge3iynzh0k9	rd_np	3	100	26	0	-74	25	female	bach	sometimes	veryoften	no	white	slightlyEnjoyable	0	492
3k41j34rclflxcdgd3wpsw0zfrlo5qsvdjgi2relge3iynzh0k9	rd_np	4	100	15	0	-85	25	female	bach	sometimes	veryoften	no	white	slightlyEnjoyable	0	492
3k41j34rclflxcdgd3wpsw0zfrlo5qsvdjgi2relge3iynzh0k9	rd_np	5	5	5	1	0	25	female	bach	sometimes	veryoften	no	white	slightlyEnjoyable	0	492
3k41j34rclflxcdgd3wpsw0zfrlo5qsvdjgi2relge3iynzh0k9	rd_np	6	0	14	0	14	25	female	bach	sometimes	veryoften	no	white	slightlyEnjoyable	0	492
3k41j34rclflxcdgd3wpsw0zfrlo5qsvdjgi2relge3iynzh0k9	rd_np	7	5	26	0	21	25	female	bach	sometimes	veryoften	no	white	slightlyEnjoyable	0	492
3k41j34rclflxcdgd3wpsw0zfrlo5qsvdjgi2relge3iynzh0k9	rd_np	8	45	37	0	14	25	female	bach	sometimes	veryoften	no	white	slightlyEnjoyable	0	492
3kfwzsu7bdbl35hyhhhijdobt9od07wzof2miedo00gyadobt9	rc_np	1	90	60	0	-30	25	male	grad	sometimes	sometimes	no	white	slightlyEnjoyable	3	1648
3kfwzsu7bdbl35hyhhhijdobt9od07wzof2miedo00gyadobt9	rc_np	2	0	1	0	1	25	male	grad	sometimes	sometimes	no	white	slightlyEnjoyable	3	1648
3kfwzsu7bdbl35hyhhhijdobt9od07wzof2miedo00gyadobt9	rc_np	3	100	2	0	-98	25	male	grad	sometimes	sometimes	no	white	slightlyEnjoyable	3	1648
3kfwzsu7bdbl35hyhhhijdobt9od07wzof2miedo00gyadobt9	rc_np	4	100	99	0	-1	25	male	grad	sometimes	sometimes	no	white	slightlyEnjoyable	3	1648
3kfwzsu7bdbl35hyhhhijdobt9od07wzof2miedo00gyadobt9	rc_np	5	5	20	0	15	25	male	grad	sometimes	sometimes	no	white	slightlyEnjoyable	3	1648
3kfwzsu7bdbl35hyhhhijdobt9od07wzof2miedo00gyadobt9	rc_np	6	0	1	0	1	25	male	grad	sometimes	sometimes	no	white	slightlyEnjoyable	3	1648
3kfwzsu7bdbl35hyhhhijdobt9od07wzof2miedo00gyadobt9	rc_np	7	5	15	0	10	25	male	grad	sometimes	sometimes	no	white	slightlyEnjoyable	3	1648
3kfwzsu7bdbl35hyhhhijdobt9od07wzof2miedo00gyadobt9	rc_np	8	45	40	0	1	25	male	grad	sometimes	sometimes	no	white	slightlyEnjoyable	3	1648
yu9xo4l8j4srsre2t6f3fecdigm907g0x9b42g6r98dhuayvi	rc_np	1	90	70	0	-20	25	female	high	rarely	veryoften	no	white	notatallEnjoyable	2	2580
yu9xo4l8j4srsre2t6f3fecdigm907g0x9b42g6r98dhuayvi	rc_np	2	0	95	0	95	25	female	high	rarely	veryoften	no	white	notatallEnjoyable	2	2580
